Tid,Inflow mobility
18,0.0
19,4.649736166674543
20,5.032223992402215
21,1.6392776697939806
143,0.0
144,3.736439262759113
145,4.9028200058143785
146,2.5008841264359063
147,0.6115515552616282
148,0.0
268,0.0
269,2.446581659511274
270,4.251454979892572
271,4.460199341882436
272,2.741942236509909
273,0.0
377,0.0
378,0.1824053466817755
379,0.0799778350461707
393,0.0
394,1.348014763429982
395,2.8898663788564973
396,3.785676107955244
397,2.822053777042349
398,0.0
399,0.0
470,65.51357674400559
471,92.14456591999658
474,39.49661141595463
501,0.0
502,1.0448409827258005
503,1.2384898104831616
504,0.3866034681646721
505,0.1588568943486901
518,0.0
519,0.2464340801364284
520,0.0
521,2.392322155326953
522,2.7136992404218323
523,1.6202589725465402
524,0.0
525,0.0
594,62.32137238873229
595,98.162359208299
596,113.98900976969372
597,93.4390434893658
598,62.67719866264433
599,40.3221181038737
600,11.245361222740966
626,0.1284552820485148
627,2.011451673967956
628,2.158134534959184
629,1.3766598403414363
630,0.0
645,1.62318935884792
646,3.629451385947674
647,3.960991123889647
648,3.097819069258457
649,2.3487720086080346
650,1.6083663932426104
651,0.7061460282355673
717,34.210288508283256
718,32.09261817261837
719,60.195055351861775
720,88.52260694998839
721,96.70686448171725
722,71.3107579154054
723,42.08598563689839
724,27.0155260977443
725,17.87281226151205
726,23.44096188890236
751,0.3469549574670456
752,2.919993394861228
753,3.044037117426493
754,1.8663155182461684
755,0.0
756,0.0
770,3.265595499655386
771,5.635869790568993
772,6.397435972642302
773,5.587200641312441
774,4.3335771490268735
775,2.02099016511048
787,0.0
788,0.5878684026497608
790,1.3175648382001983
791,2.204119371739496
792,0.6985439026908934
793,1.3457444985789666
794,1.0209097556796514
795,0.2131408877570943
796,0.4532372498576046
840,41.74573587203622
841,48.31441089192244
842,41.60673179921482
843,34.994787991904474
844,41.209086473895
845,57.7953955191955
846,62.47224309160164
847,43.18363672169314
848,22.759843636167776
849,15.629589502521323
850,18.45016295579301
851,27.902699441694686
852,37.31533016361523
876,0.0
877,3.454832754452979
878,3.5470687654028605
879,2.3791362517394656
880,0.2126596458074919
881,1.108869086625519
882,0.2051202227359723
884,0.0
885,0.0
894,3.141562919985334
895,4.885699333619107
896,6.692503491278774
897,7.478881341869326
898,7.270489802452958
899,6.342977640032028
900,3.882586975547188
901,0.7002550247425342
902,0.1796755750292113
912,0.369726946788796
913,1.727811408102061
914,2.768911763500217
915,2.1991941142728253
916,5.396317693473124
917,5.205176865088616
918,4.074992792095951
919,3.1512621548215245
920,2.558449700540122
921,1.9589499399624648
922,0.4954158569838136
962,15.496333214953216
963,19.355950346929497
964,30.77829146448175
965,43.88141285734781
966,45.18572818837139
967,33.816732778039174
968,23.244197557848864
969,22.722034900395865
970,29.01010209161248
971,29.686680809331133
972,19.88732599175184
973,5.19710781463592
974,8.304038876786537
975,12.855575556527793
976,24.575606254937306
977,40.608832802056085
978,45.88939705191488
1001,1.265875288202826
1002,3.55582304963324
1003,3.42707978972968
1004,2.79270560501881
1005,2.6170662359696952
1006,2.508663677920204
1007,2.1645303601583934
1008,1.67475041736897
1009,1.1833381178686877
1010,1.1319342862302408
1011,0.0
1018,2.211565672615793
1019,2.841112110784344
1020,4.781187110591757
1021,5.385311545538811
1022,5.922896358971381
1023,6.897001770722005
1024,7.656678650401229
1025,6.6790447940677655
1026,4.080217048680556
1027,0.2423998292564796
1028,0.4942109626284194
1029,0.0
1030,0.0
1031,0.0
1034,0.0
1035,0.126011461617127
1037,0.6242331240961764
1038,2.199077343426141
1039,3.267272583738872
1040,5.622475016219564
1041,7.073396784405401
1042,6.458765353839422
1043,3.8988378898442506
1044,3.3160056541145875
1045,3.0885439113627164
1046,2.747348780314167
1047,1.2343425138484043
1048,0.0
1087,20.008741295285187
1088,19.88195586316634
1089,23.4795311599938
1090,28.320018396445352
1091,27.27998199752028
1092,17.84003989470437
1093,14.848678987398683
1094,13.858296991600398
1095,13.531839749822923
1096,10.942788737205449
1097,5.349002570329518
1098,3.686078856137506
1099,1.7754836293690133
1100,8.389340281925604
1101,18.145670101559176
1102,35.56890539384915
1103,48.28659093632338
1125,3.79943709221174
1126,3.444799693993923
1127,3.115168419630557
1128,2.311824899011858
1129,3.1797074100995
1130,4.381019545055634
1131,4.760764389558588
1132,3.786941345679581
1133,3.065918270172121
1134,2.815373227192018
1135,2.216343573004033
1136,0.5549400818293898
1137,0.0
1142,1.972207904052634
1143,4.654144723707594
1144,5.1821953198636095
1145,4.108183802206329
1146,1.452150834335905
1147,2.059748514714599
1148,4.676248498048295
1149,6.469244827101843
1150,8.743062583999295
1151,5.290338482027603
1152,3.785406255150681
1153,2.1438836589813066
1154,1.3039140126560156
1155,1.0430487683577288
1156,0.0
1158,0.0
1159,0.0
1160,0.6176328837055733
1162,0.0
1163,1.5867150851618068
1164,1.481047974150956
1165,5.2194964991031245
1166,6.181018148146274
1167,3.827621168155825
1168,1.240494555699889
1169,0.0
1170,3.0004989074763024
1171,3.310378102205938
1172,2.3902730859775367
1173,0.5751925080609721
1174,0.1951331477878486
1175,0.2578704200463468
1176,0.080020964581502
1211,17.750036406281822
1212,18.836760006424694
1213,15.352482695850403
1214,12.989929676076423
1215,13.124791822539898
1216,13.055843839700822
1217,11.964262274387467
1218,12.268528827129034
1219,12.562274463931187
1220,9.53574368330318
1221,3.548180380427559
1222,4.468396833384683
1223,4.991139973799699
1224,2.620754535471028
1225,7.349100640730306
1226,13.60943598700026
1227,28.34532113355112
1228,45.22962987052922
1229,53.53907150019031
1250,3.846725976323352
