Tid,Inflow mobility
191,8.90814184725395
192,16.22276430019383
193,23.57136318033744
194,24.386074140973584
195,15.440742919975843
214,1.3268735489447452
215,0.662282721135512
411,9.652622878651568
412,18.27465315299016
413,25.526522669712755
414,26.680514712854187
415,18.35512005864181
433,1.065629711768575
434,2.1602517633275555
435,1.6510841314002254
631,11.378188618598111
632,24.14981743127228
633,33.325130094878574
634,32.531595005844274
635,22.67483357045819
636,13.70977786357042
637,12.784372102180514
638,21.15378134976341
639,35.41078568447138
640,50.84312289477249
641,57.279279964991865
642,57.24285774446914
643,44.5132571029146
644,36.58000731526901
645,27.61055035171824
646,21.414550458748856
652,0.9003243704568373
653,3.3598641964953604
654,3.432960697413655
655,0.9524351210455564
851,20.578457634555203
852,36.84512418644977
853,47.39806610401524
854,43.931639422162455
855,29.37224686777465
856,15.723720193063718
857,14.31633238218619
858,25.49815655434746
859,48.637205445352095
860,83.25052202380621
861,118.6068419465268
862,128.951645372551
863,96.68060455258616
864,84.90905991540427
865,63.64066252437643
866,42.5952392367132
867,29.076816259111784
868,19.10317279054999
869,9.358680022534603
870,2.777529339044955
871,3.264027740049219
872,3.123926677697844
873,4.8671851673377695
874,4.435686203229944
875,2.1251487734155425
876,1.130035725631253
889,2.675565708262602
890,1.8223751581738457
1068,4.36174551178928
1070,13.486476891810073
1071,32.78477133067123
1072,53.52546213564084
1073,62.91044402253384
1074,55.9957701737563
1075,37.45972487390817
1076,19.583771329478573
1077,10.221724711720151
1078,18.29552443442619
1079,50.85655435672395
1080,105.4152831171007
1081,167.74971806862786
1082,188.3832677248019
1083,162.46860244110653
1084,130.40681624089245
1085,102.9055659174829
1086,76.45876878597845
1087,50.86930018766012
1088,38.72784470775719
1089,25.47035263735792
1090,15.218626827843734
1091,9.317737870484656
1092,5.462432268251921
1093,6.234871926786138
1094,4.722539611065449
1095,2.734064043565762
1107,5.33897784121349
1108,5.460937436484879
1109,6.225636184706098
1110,4.33255272896493
1287,7.123351848479515
1288,15.06194454074716
1289,22.51150482961932
1290,31.55767383635676
1291,52.35363402497877
1292,67.39701466852688
1293,67.91553432594661
1294,55.68249963245413
1295,38.76867675687512
1296,23.053056879087976
1297,2.140490336669077
1298,8.284050446476648
1299,34.1231209193836
1300,101.95053036683518
1301,170.651565075654
1302,192.5959069689225
1303,167.50334074856292
1304,142.70875778802045
1305,124.18026224119426
1306,100.79834095441396
1307,77.123658898246
1308,58.65100082917055
1309,43.36964367168367
1310,29.533166891049223
1311,18.60344714745744
1312,11.711870364480834
1313,7.527593492138537
1314,4.400414912112401
1315,0.5889336303316034
1325,5.2380268899327405
1326,9.21858197338116
1327,12.924702607856982
1328,11.975004638964842
1329,9.450593609407496
1330,4.375766842461328
1346,2.397660147194028
1347,2.69173774585255
1348,2.381625193534749
1504,1.4425308218462405
1505,4.138467455889971
1506,5.553386314593231
1507,15.077715946954068
1508,32.88566510606909
1509,50.788073630495774
1510,63.782526011819584
1511,80.10143801500992
1512,83.40800108326981
1513,65.89650837778086
1514,39.18821553112184
1515,28.09884568437848
1516,23.79632548673084
1517,17.130830155962666
1518,16.406143249320053
1519,34.661442674242565
1520,82.8186246636801
1521,139.76169200774294
1522,153.11971746784585
1523,129.37145165600606
1524,114.14640264200092
1525,107.68038542071334
1526,93.5398882792984
1527,75.3513474430623
1528,62.69806474167484
1529,54.24367829005868
1530,43.56005582960487
1531,29.38908416792513
1532,16.213938433455866
1533,8.69403917259434
1534,4.150929956017219
1535,0.8000977990442375
1544,3.8750113581327295
