FID,Tid,Hazard,Con_pop,CBRA,County
6647,-2,0.0,146.627383709,0.0,0
6648,-2,0.0,349.95526123,2695.0,0
6649,-2,0.0,369.948558807,721.0000000000001,0
6650,-2,0.0,1543.39070415,5954.0,0
6651,-2,0.0,822.550655365,144.0,0
6652,-2,0.0,483.778054714,784.0000000000001,0
6653,-2,0.0,726.751612663,1351.0,0
6654,-2,0.0,1259.92810154,27029.0,0
6655,-2,0.0,1104.91989326,30705.0,0
6656,-2,0.0,1026.41368389,1194.0,0
6657,-2,0.0,1265.39113712,9423.0,0
6658,-2,0.0,1386.70782757,581.0,0
6659,-2,0.0,1506.35655499,9745.0,0
6660,-2,0.0,1727.0488596,14018.0,0
6661,-2,0.0,1466.37073421,7563.0,0
6662,-2,0.0,778.610069275,7342.0,0
6663,-2,0.0,602.934216499,1421.0,0
6664,-2,0.0,675.239398003,335.0,0
6665,-2,0.0,1271.88449669,1925.0,0
6666,-2,0.0,1294.79133987,3359.999999999999,0
6667,-2,0.0,1102.7464962,10361.0,0
6668,-2,0.0,1302.71088505,2618.0,0
6669,-2,0.0,1245.97955799,7183.0,0
6670,-2,0.0,1718.01360416,14227.0,0
6671,-2,0.0,1643.17556572,34161.00000000001,0
6672,-2,0.0,1042.94641399,2332.0,0
6673,-2,0.0,900.457681179,2598.0,0
6674,-2,0.0,766.796483994,5470.999999999999,0
6675,-2,0.0,781.955949306,2808.0,0
6676,-2,0.0,770.537201405,481.9999999999999,0
6677,-2,0.0,650.551081657,10594.0,0
6678,-2,0.0,682.592018604,755.0,0
6679,-2,0.0,595.865209579,58.99999999999999,0
6680,-2,0.0,556.140975952,1377.0,0
6681,-2,0.0,571.247186661,7.0,0
6682,-2,0.0,513.337770462,413.0,0
6683,-2,0.0,359.938714027,1730.0,0
6684,-2,0.0,67.9876103401,21.0,0
6685,-2,0.0,31.6482424736,0.0,0
6686,-2,0.0,237.685910225,1.0,0
6687,-2,0.0,143.243472099,1228.0,0
6688,-2,0.0,296.054570198,427.0,0
6689,-2,0.0,63.7361340523,4.0,0
6690,-2,0.0,42.680975914,1181.0,0
6691,-2,0.0,0.0,0.0,0
6692,-2,0.0,0.0,0.0,0
6693,-2,0.0,84.9135422707,188.0,0
6694,-2,0.0,62.4854187965,0.0,0
6695,-2,0.0,240.246086121,267.0,0
6696,-2,0.0,50.8115005493,92.0,0
6697,-2,0.0,712.967177391,256.9999999999999,0
6698,-2,0.0,1268.34731579,324.0,0
6699,-2,0.0,756.380976677,1850.0,0
6700,-2,0.0,1176.80557823,10745.0,0
6701,-2,0.0,338.470840454,695.9999999999998,0
6702,-2,0.0,0.0,0.0,0
6703,-2,0.0,0.0,0.0,0
6704,-2,0.0,0.0,0.0,0
6705,-2,0.0,0.0,0.0,0
6706,-2,0.0,0.0,0.0,0
6707,-2,0.0,0.0,0.0,0
6708,-2,0.0,0.0,0.0,0
6709,-2,0.0,0.0,0.0,0
6710,-2,0.0,0.0,0.0,0
6711,-2,0.0,0.0,95.99999999999999,0
6712,-2,0.0,0.0,1298.0,0
6713,-2,0.0,366.667871952,0.0,0
6714,-2,0.0,587.28875351,0.0,0
6715,-2,0.0,674.783069611,0.0,0
6716,-2,0.0,692.554543018,0.0,0
6717,-2,0.0,683.015001774,245.0,0
6718,-2,0.0,842.835617065,2.0,0
6719,-2,0.0,1042.69654274,31.0,0
6720,-2,0.0,1267.4264698,9153.0,0
6721,-2,0.0,1567.82968521,14404.0,0
6722,-2,0.0,2026.19531155,19536.0,0
6723,-2,0.0,1393.42980003,12738.0,0
6724,-2,0.0,1186.85401821,2096.0,0
6725,-2,0.0,964.883508682,4959.000000000001,0
6726,-2,0.0,879.534910202,1148.0,0
6727,-2,0.0,670.864761829,1294.0,0
6728,-2,0.0,741.064881802,28.0,0
6729,-2,0.0,904.829376221,15316.0,0
6730,-2,0.0,875.145313263,11517.0,0
6731,-2,0.0,766.334475517,1242.0,0
6732,-2,0.0,1743.42991066,74800.0,0
6733,-2,0.0,1454.32046318,22024.0,0
6734,-2,0.0,1236.57857895,37019.99999999999,0
6735,-2,0.0,480.524878502,2560.0,0
6736,-2,0.0,11.3619322777,432.9999999999999,0
6737,-2,0.0,329.886734009,9484.0,0
6738,-2,0.0,563.413711071,15569.0,0
6739,-2,0.0,76.7249059677,251.9999999999999,0
6740,-2,0.0,230.430522442,0.0,0
6741,-2,0.0,699.434801579,12683.0,0
6742,-2,0.0,57.687754631,0.0,0
6743,-2,0.0,213.316370487,3225.0,0
6744,-2,0.0,720.347977638,40879.0,0
6745,-2,0.0,182.667080402,364.0,0
6746,-2,0.0,190.575915813,0.0,0
6747,6747,0.0,381.210350037,9153.0,10
6748,6748,0.0,303.985151768,0.0,10
6749,6749,0.0,258.355774879,611.0,10
6750,6750,0.0,453.291230679,31938.0,10
6751,6751,0.0,453.862160683,10039.0,10
6752,6752,0.0,374.047030449,17315.0,10
6753,6753,0.0,663.01611948,9683.0,10
6754,6754,0.0,282.557807446,467.0,10
6755,6755,0.0,49.5254907608,26.0,10
6756,6756,0.0,426.681005001,14034.0,10
6757,6757,0.0,201.264030457,13069.0,10
6758,6758,0.0,407.475799561,12488.0,10
6759,6759,0.0,46.2219781876,2177.999999999999,10
6760,6760,0.0,259.129114151,13077.0,10
6761,6761,0.0,227.111971378,1634.0,10
6762,6762,0.0,158.47228241,293.0,10
6763,6763,0.0,262.740191936,71.0,10
6764,6764,0.0,211.138908863,3951.0,10
6765,6765,0.0,227.79375124,2143.0,10
6766,6766,0.0,549.516198635,13281.0,10
6767,6767,0.0,675.04075861,16599.0,10
6768,6768,0.0,1232.6074543,14794.0,10
6769,6769,0.0,955.395610332,10301.0,10
6770,6770,0.0,1093.35734987,23027.0,10
6771,6771,0.0,749.023816586,4598.0,10
6772,6772,0.0,472.306890488,0.0,10
6773,6773,0.0,1126.58562136,20037.0,10
6774,6774,0.0,1160.89051247,13811.0,10
6775,6775,0.0,1016.34760714,11664.0,10
6776,6776,0.0,1064.14803553,6563.0,10
6777,6777,0.0,825.86951828,19382.0,10
6778,6778,0.0,909.593481541,14376.0,10
6779,6779,0.0,649.055703163,376.0000000000001,10
6780,6780,0.0,1540.4919529,40987.0,10
6781,6781,0.0,2255.81044769,31085.0,10
6782,6782,0.0,2625.64538956,30180.0,10
6783,6783,0.0,2453.95001793,16849.0,10
6784,6784,0.0,1348.60097599,13111.0,10
6785,6785,0.0,956.455049992,15405.0,10
6786,6786,0.0,867.543099403,2730.0,10
6787,6787,0.0,874.539532185,12649.0,10
6788,6788,0.0,1685.10312462,14090.0,10
6789,6789,0.0,1577.97616291,12540.0,10
6790,6790,0.0,1208.87788391,2647.0,10
6791,6791,0.0,903.082825661,2517.000000000001,10
6792,6792,0.0,853.177477837,17081.0,10
6793,6793,0.0,731.440631866,0.0,10
6794,6794,0.0,512.378688335,284.0,10
6795,6795,0.0,500.266172886,0.0,10
6796,6796,0.0,484.526343822,6273.0,10
6797,6797,0.0,467.343644142,9166.0,10
6798,6798,0.0,551.99498558,0.0,10
6799,6799,0.0,512.676578522,349.0,10
6800,6800,0.0,687.982433319,57.0,11
6801,6801,0.0,1009.04160166,1717.0,11
6802,6802,0.0,668.951520443,59.0,11
6803,6803,0.0,528.225738525,1165.0,11
6804,6804,0.0,441.718757629,6859.000000000002,11
6805,6805,0.0,466.026482105,20.0,11
6806,6806,0.0,451.450532913,0.0,11
6807,6807,0.0,375.803027391,0.0,11
6808,6808,0.0,399.975366592,0.0,11
6809,6809,0.0,345.216369867,0.0,11
6810,6810,0.0,378.968723774,0.0,11
6811,6811,0.0,369.659584999,0.0,11
6812,6812,0.0,317.961905479,0.0,11
6813,6813,0.0,346.753427505,0.0,11
6814,6814,0.0,312.395912886,0.0,11
6815,6815,0.0,341.152984142,0.0,11
6816,6816,0.0,343.747010469,0.0,11
6817,6817,0.0,253.98056078,0.0,11
6818,6818,0.0,276.323871613,0.0,11
6819,-2,0.0,160.148450375,0.0,0
6820,-2,0.0,21.6931347847,0.0,0
6821,-2,0.0,299.163824081,13545.0,0
6822,-2,0.0,134.880176544,632.0,0
6823,-2,0.0,184.475806713,5.0,0
6824,-2,0.0,476.547103405,1091.0,0
6825,-2,0.0,614.822294235,2968.0,0
6826,-2,0.0,612.377536297,1840.0,0
6827,-2,0.0,488.529227734,3653.999999999999,0
6828,-2,0.0,458.801876068,418.0,0
6829,6829,0.0,318.410705566,0.0,6
6830,6830,0.0,515.474891186,173.0,6
6831,6831,0.0,75.4016633034,0.0,6
6832,6832,0.0,371.526815891,7086.0,6
6833,6833,0.0,160.994092941,2328.0,6
6834,6834,0.0,7.9844751358,0.0,6
6835,6835,0.0,277.897807598,1129.0,6
6836,6836,0.0,31.7406849861,103.0,6
6837,6837,0.0,316.760251045,3288.0,6
6838,6838,0.0,568.306936741,16046.0,6
6839,6839,0.0,776.529306412,13995.0,6
6840,6840,0.0,748.753130913,17445.0,6
6841,6841,0.0,724.612548351,11637.0,6
6842,6842,0.0,487.972936153,13885.0,6
6843,6843,0.0,361.795585155,22747.0,6
6844,6844,0.0,24.1083889008,10743.0,6
6845,6845,0.0,8.15666294098,3419.000000000001,6
6846,6846,0.0,18.8139972687,3279.0,6
6847,6847,0.0,905.972868919,16452.0,6
6848,6848,0.0,1368.89924335,13962.0,6
6849,6849,0.0,1060.28401756,10243.0,6
6850,6850,0.0,618.95395565,9437.999999999998,6
6851,6851,0.0,9.13755226135,68.0,6
6852,6852,0.0,46.2459802628,0.0,6
6853,6853,0.0,263.283640862,0.0,6
6854,6854,0.0,33.7038302422,0.0,6
6855,6855,0.0,180.877870083,6196.0,6
6856,6856,0.0,14.9129414558,213.0,6
6857,6857,0.0,0.0,0.0,6
6858,-2,0.0,17.8644323349,0.0,0
6859,-2,0.0,262.689619064,352.0,0
6860,-2,0.0,903.910761833,12904.0,0
6861,-2,0.0,821.25113678,9816.0,0
6862,-2,0.0,672.423183441,6760.0,0
6863,-2,0.0,0.0,0.0,0
6864,-2,0.0,300.723468781,38.0,0
6865,-2,0.0,149.720215321,95.99999999999999,0
6866,-2,0.0,39.8142366409,0.0,0
6867,-2,0.0,355.778414726,5509.0,0
6868,-2,0.0,413.901978016,3035.0,0
6869,-2,0.0,604.053339481,9140.999999999998,0
6870,-2,0.0,1115.20831347,35030.0,0
6871,-2,0.0,488.940224648,380.9999999999999,0
6872,-2,0.0,649.80167675,8439.0,0
6873,-2,0.0,806.06869936,17043.0,0
6874,-2,0.0,525.476827621,8603.0,0
6875,-2,0.0,396.476160049,4653.0,0
6876,-2,0.0,295.008296967,963.0000000000002,0
6877,-2,0.0,585.877087116,1382.0,0
6878,-2,0.0,603.43841362,116.0,0
6879,-2,0.0,661.176080704,16588.0,0
6880,-2,0.0,540.720257282,1.0,0
6881,-2,0.0,521.448368073,3977.0,0
6882,-2,0.0,588.064972878,11772.0,0
6883,-2,0.0,614.466772079,3184.0,0
6884,-2,0.0,631.133418083,458.9999999999999,0
6885,-2,0.0,1109.26392365,5270.0,0
6886,-2,0.0,741.081121922,47.99999999999999,0
6887,-2,0.0,781.51525116,3384.0,0
6888,-2,0.0,1026.34865952,3202.0,0
6889,-2,0.0,1472.68529797,7226.000000000001,0
6890,-2,0.0,1474.95238209,12981.0,0
6891,-2,0.0,1006.93665504,6130.0,0
6892,-2,0.0,725.636953831,20065.0,0
6893,-2,0.0,690.687927246,18092.0,0
6894,-2,0.0,593.220221996,4329.0,0
6895,-2,0.0,684.637365341,15036.0,0
6896,-2,0.0,659.217315197,722.0,0
6897,-2,0.0,609.348266125,26.00000000000001,0
6898,-2,0.0,590.971663475,0.0,0
6899,-2,0.0,478.931677341,16.0,0
6900,-2,0.0,510.472641945,812.9999999999999,0
6901,-2,0.0,498.257294178,3120.0,0
6902,-2,0.0,450.985235691,4873.0,0
6903,-2,0.0,345.327777863,3355.0,0
6904,-2,0.0,0.0,259.0,0
6905,-2,0.0,0.0,0.0,0
6906,-2,0.0,109.156551838,1.0,0
6907,-2,0.0,142.248396873,5409.999999999999,0
6908,-2,0.0,0.0,0.0,0
6909,-2,0.0,0.0,0.0,0
6910,-2,0.0,0.0,0.0,0
6911,-2,0.0,0.0,0.0,0
6912,-2,0.0,0.0,7.0,0
6913,-2,0.0,175.701551437,26.0,0
6914,6914,0.0,324.695629597,0.0,12
6915,6915,0.0,322.804092407,0.0,12
6916,-2,0.0,514.369373322,0.0,0
6917,-2,0.0,665.603330135,130.0,0
6918,-2,0.0,1663.50992489,9743.000000000002,0
6919,-2,0.0,1208.31910992,18918.0,0
6920,-2,0.0,65.955786705,4278.000000000001,0
6921,-2,0.0,0.0,0.0,0
6922,-2,0.0,0.0,8.000000000000002,0
6923,-2,0.0,0.0,0.0,0
6924,-2,0.0,0.0,0.0,0
6925,-2,0.0,0.0,0.0,0
6926,-2,0.0,0.0,0.0,0
6927,-2,0.0,0.0,0.0,0
6928,-2,0.0,0.0,0.0,0
6929,-2,0.0,0.0,0.0,0
6930,-2,0.0,0.0,0.0,0
6931,-2,0.0,0.0,100.0,0
6932,-2,0.0,0.0,9.0,0
6933,-2,0.0,266.472496033,0.0,0
6934,-2,0.0,500.920631409,0.0,0
6935,-2,0.0,534.898321152,0.0,0
6936,-2,0.0,555.629116535,8.000000000000002,0
6937,-2,0.0,599.186310768,832.9999999999998,0
6938,-2,0.0,830.589102745,7203.0,0
6939,-2,0.0,1033.95118046,11834.0,0
6940,-2,0.0,953.136865616,15860.99999999999,0
6941,-2,0.0,996.249446869,513.0,0
6942,-2,0.0,1043.85164738,7354.0,0
6943,-2,0.0,1117.57945061,1601.0,0
6944,-2,0.0,849.084929943,9400.0,0
6945,-2,0.0,688.004978657,18515.0,0
6946,-2,0.0,686.767340183,2224.0,0
6947,-2,0.0,637.541771889,1464.0,0
6948,-2,0.0,630.319024563,4608.999999999999,0
6949,-2,0.0,661.810015678,2855.0,0
6950,-2,0.0,762.597189903,12715.0,0
6951,-2,0.0,776.817652702,3894.0,0
6952,-2,0.0,1234.09924412,28063.0,0
6953,-2,0.0,875.011872292,8273.0,0
6954,-2,0.0,664.04989481,5513.0,0
6955,-2,0.0,301.818943501,284.0,0
6956,-2,0.0,315.276473522,4125.999999999999,0
6957,-2,0.0,256.771296024,3898.0,0
6958,-2,0.0,37.7132668495,745.0000000000001,0
6959,-2,0.0,0.0,0.0,0
6960,-2,0.0,317.778081417,221.0,0
6961,-2,0.0,772.858897209,19729.0,0
6962,-2,0.0,183.953073025,373.0,0
6963,-2,0.0,376.79198122,36926.0,0
6964,-2,0.0,144.18705225,389.0,0
6965,-2,0.0,87.7295584679,27.0,0
6966,-2,0.0,283.593538761,15249.0,0
6967,-2,0.0,232.673811913,185.0,0
6968,6968,0.0,155.5579772,2496.0,10
6969,6969,0.0,0.0,0.0,10
6970,6970,0.0,28.1460325718,0.0,10
6971,6971,0.0,269.560728073,1172.0,10
6972,6972,0.0,451.138579845,14889.0,10
6973,6973,0.0,1169.73288012,44020.00000000001,10
6974,6974,0.0,535.146306038,12431.0,10
6975,6975,0.0,177.253913879,3056.0,10
6976,6976,0.0,156.061990261,5.999999999999999,10
6977,6977,0.0,22.6473116875,1185.0,10
6978,6978,0.0,235.280091763,2658.0,10
6979,6979,0.0,81.4480404854,885.0000000000001,10
6980,6980,0.0,234.473869801,2457.0,10
6981,6981,0.0,100.595343113,74.0,10
6982,6982,0.0,122.384056568,6951.0,10
6983,6983,0.0,356.369911671,1212.0,10
6984,6984,0.0,401.408832073,13207.0,10
6985,6985,0.0,424.898173332,19524.0,10
6986,6986,0.0,469.578465462,2934.0,10
6987,6987,0.0,552.394375801,8516.0,10
6988,6988,0.0,954.044493675,33333.00000000001,10
6989,6989,0.0,404.893182278,2228.0,10
6990,6990,0.0,461.93833065,24.0,10
6991,6991,0.0,740.561184406,21729.0,10
6992,6992,0.0,547.294658661,18706.0,10
6993,6993,0.0,720.530543804,2825.0,10
6994,6994,0.0,804.287277699,18769.0,10
6995,6995,0.0,706.168589592,15137.0,10
6996,6996,0.0,488.408454418,11527.0,10
6997,6997,0.0,87.0897402763,5269.999999999999,10
6998,6998,0.0,576.790342331,15797.0,10
6999,6999,0.0,866.815367699,9346.0,10
7000,7000,0.0,1388.23603249,30796.0,10
7001,7001,0.0,2266.664505,27607.0,10
7002,7002,0.0,1902.70949554,31404.0,10
7003,7003,0.0,1598.71773243,14870.0,10
7004,7004,0.0,935.733564377,12309.0,10
7005,7005,0.0,797.357017994,9041.0,10
7006,7006,0.0,761.192865372,5675.999999999999,10
7007,7007,0.0,804.549211025,21197.0,10
7008,7008,0.0,1406.51517487,13857.0,10
7009,7009,0.0,1089.99369621,22056.0,10
7010,7010,0.0,722.480838776,0.0,10
7011,7011,0.0,714.996885777,5489.0,10
7012,7012,0.0,703.196802616,3660.0,10
7013,7013,0.0,683.152089119,2168.0,10
7014,7014,0.0,449.991177559,27.0,10
7015,7015,0.0,458.276652813,0.0,10
7016,7016,0.0,509.122607231,72.0,10
7017,7017,0.0,521.588965893,207.0,10
7018,7018,0.0,583.638588428,156.0,10
7019,7019,0.0,483.801189899,18.0,10
7020,7020,0.0,503.341835022,64.0,11
7021,7021,0.0,518.269291878,1983.0,11
7022,7022,0.0,408.957733154,1086.0,11
7023,7023,0.0,394.174831867,1670.0,11
7024,7024,0.0,360.794147015,416.0000000000001,11
7025,7025,0.0,399.313436508,0.0,11
7026,7026,0.0,380.200647593,0.0,11
7027,7027,0.0,336.356724501,36.0,11
7028,7028,0.0,345.115697622,0.0,11
7029,7029,0.0,286.314846277,0.0,11
7030,7030,0.0,303.654116631,0.0,11
7031,7031,0.0,291.259399891,0.0,11
7032,7032,0.0,255.041069508,0.0,11
7033,7033,0.0,284.405450106,0.0,11
7034,7034,0.0,262.798850775,2252.0,11
7035,7035,0.0,268.684088945,0.0,11
7036,7036,0.0,282.087185621,0.0,11
7037,7037,0.0,279.475057602,46.99999999999999,11
7038,7038,0.0,405.473971844,0.0,11
7039,7039,0.0,451.666083097,0.0,11
7040,-2,0.0,89.320268631,13841.0,0
7041,-2,0.0,111.188165665,36.0,0
7042,-2,0.0,152.174741268,0.0,0
7043,-2,0.0,666.97415638,4494.0,0
7044,-2,0.0,500.274571896,979.0000000000002,0
7045,-2,0.0,587.270534039,1081.0,0
7046,-2,0.0,649.878461838,932.0,0
7047,-2,0.0,542.353704453,445.0,0
7048,-2,0.0,595.032722473,99.0,0
7049,7049,0.0,518.472380638,1249.0,6
7050,7050,0.0,363.249213219,218.0,6
7051,7051,0.0,417.470441341,1517.0,6
7052,7052,0.0,25.6638464928,0.0,6
7053,7053,0.0,0.0,0.0,6
7054,7054,0.0,45.6900053024,0.0,6
7055,7055,0.0,852.682893276,12937.0,6
7056,7056,0.0,359.111244202,4374.0,6
7057,7057,0.0,269.637156963,164.0,6
7058,7058,0.0,1009.04433155,5331.0,6
7059,7059,0.0,1003.10263348,4062.0,6
7060,7060,0.0,522.261885643,2149.0,6
7061,7061,0.0,382.217932224,1196.0,6
7062,7062,0.0,471.386716366,11794.0,6
7063,7063,0.0,310.439693451,2559.0,6
7064,7064,0.0,158.237782955,6048.0,6
7065,7065,0.0,755.76324749,28094.0,6
7066,7066,0.0,570.756786346,3381.0,6
7067,7067,0.0,1333.66881657,4581.0,6
7068,7068,0.0,1665.07486916,9221.999999999998,6
7069,7069,0.0,106.629769325,631.0,6
7070,7070,0.0,454.163146019,0.0,6
7071,7071,0.0,0.0,0.0,6
7072,7072,0.0,0.0,0.0,6
7073,7073,0.0,110.940881729,0.0,6
7074,7074,0.0,174.692577839,1524.0,6
7075,7075,0.0,562.679269791,10812.0,6
7076,7076,0.0,242.972004414,2575.0,6
7077,7077,0.0,103.978299618,74.99999999999999,6
7078,7078,0.0,39.5034666061,1794.0,6
7079,7079,0.0,83.688519001,383.0,6
7080,7080,0.0,163.328023434,1116.0,6
7081,7081,0.0,100.142098427,2796.0,6
7082,7082,0.0,555.525332928,2235.0,6
7083,-2,0.0,434.118564129,5103.0,0
7084,-2,0.0,78.440510273,0.0,0
7085,-2,0.0,0.0,71.0,0
7086,-2,0.0,196.103905201,510.9999999999999,0
7087,-2,0.0,608.162553787,21170.0,0
7088,-2,0.0,650.496673107,12277.0,0
7089,-2,0.0,897.350773811,20950.0,0
7090,-2,0.0,430.103538036,10038.0,0
7091,-2,0.0,534.262967587,129.0,0
7092,-2,0.0,593.80054903,44.0,0
7093,-2,0.0,362.548058987,2.0,0
7094,-2,0.0,549.385654449,6895.0,0
7095,-2,0.0,354.231454849,2517.0,0
7096,-2,0.0,347.124110222,1089.0,0
7097,-2,0.0,278.251364708,562.0,0
7098,-2,0.0,132.923171043,346.9999999999999,0
7099,-2,0.0,337.722437859,4268.0,0
7100,-2,0.0,352.357655525,316.0,0
7101,-2,0.0,622.373788834,203.0,0
7102,-2,0.0,777.809938908,5792.0,0
7103,-2,0.0,758.068668842,111.0,0
7104,-2,0.0,633.961087704,4018.0,0
7105,-2,0.0,698.562894821,0.0,0
7106,-2,0.0,879.670069218,2872.0,0
7107,-2,0.0,1165.52062035,10584.0,0
7108,-2,0.0,905.822763443,1489.0,0
7109,-2,0.0,1132.94429588,3408.0,0
7110,-2,0.0,1216.54473305,6118.0,0
7111,-2,0.0,922.977508068,4807.0,0
7112,-2,0.0,650.569848061,1289.0,0
7113,-2,0.0,817.023423672,16311.0,0
7114,-2,0.0,605.210093975,5.0,0
7115,-2,0.0,596.913589478,743.0,0
7116,-2,0.0,675.38601017,294.9999999999999,0
7117,-2,0.0,679.554940701,13032.0,0
7118,-2,0.0,685.682302475,258.0,0
7119,-2,0.0,541.01730442,0.0,0
7120,-2,0.0,572.348022461,1955.0,0
7121,-2,0.0,598.644128323,3594.0,0
7122,-2,0.0,552.671927929,2942.0,0
7123,-2,0.0,403.642878771,0.0,0
7124,-2,0.0,0.0,0.0,0
7125,-2,0.0,0.0,0.0,0
7126,-2,0.0,12.3791360855,0.0,0
7127,-2,0.0,72.4559226036,3552.0,0
7128,-2,0.0,74.1326436996,3922.0,0
7129,-2,0.0,0.0,0.0,0
7130,-2,0.0,4.56516456604,0.0,0
7131,-2,0.0,138.343204498,1.0,0
7132,-2,0.0,136.081665039,0.0,0
7133,7133,0.0,239.119768143,0.0,12
7134,7134,0.0,394.64097023,0.0,12
7135,7135,0.0,599.577348232,0.0,12
7136,7136,0.0,821.349059582,0.0,12
7137,7137,0.0,1216.44606113,17050.0,12
7138,7138,0.0,1161.56314754,3388.0,12
7139,-2,0.0,289.712277889,2171.0,0
7140,-2,0.0,248.294653893,7987.000000000002,0
7141,-2,0.0,46.2186155319,521.9999999999999,0
7142,-2,0.0,0.0,669.0,0
7143,-2,0.0,0.0,0.0,0
7144,-2,0.0,0.0,0.0,0
7145,-2,0.0,0.0,0.0,0
7146,-2,0.0,0.0,0.0,0
7147,-2,0.0,0.0,0.0,0
7148,-2,0.0,0.0,0.0,0
7149,-2,0.0,0.0,0.0,0
7150,-2,0.0,0.0,0.0,0
7151,-2,0.0,0.0,173.0,0
7152,-2,0.0,166.338562489,0.0,0
7153,-2,0.0,371.917250633,0.0,0
7154,-2,0.0,522.785325527,0.0,0
7155,-2,0.0,593.175314426,0.0,0
7156,-2,0.0,643.825828552,15.0,0
7157,-2,0.0,675.208306313,344.0,0
7158,-2,0.0,1390.11367035,7014.0,0
7159,-2,0.0,1018.34105396,9185.999999999998,0
7160,-2,0.0,794.845771313,4334.0,0
7161,-2,0.0,758.052249908,93.0,0
7162,-2,0.0,876.775677204,12160.0,0
7163,-2,0.0,821.837355614,11781.0,0
7164,-2,0.0,589.803331852,44.0,0
7165,-2,0.0,523.95670557,3025.0,0
7166,-2,0.0,566.538247108,323.0,0
7167,-2,0.0,456.426843166,0.0,0
7168,-2,0.0,53.7961850166,0.0,0
7169,-2,0.0,422.668247223,662.0,0
7170,-2,0.0,605.470597744,10629.0,0
7171,-2,0.0,374.015956879,5190.000000000001,0
7172,-2,0.0,944.647134781,6721.0,0
7173,-2,0.0,454.017977715,3163.0,0
7174,-2,0.0,160.778870583,87.0,0
7175,-2,0.0,533.707857609,2472.0,0
7176,-2,0.0,523.605261326,14365.0,0
7177,-2,0.0,485.941087246,2390.0,0
7178,-2,0.0,428.513353825,5135.0,0
7179,-2,0.0,279.966255188,380.0000000000001,0
7180,-2,0.0,1320.29026413,30554.0,0
7181,-2,0.0,1025.15390635,21306.0,0
7182,-2,0.0,265.993827343,1064.0,0
7183,-2,0.0,742.741088867,25270.0,0
7184,-2,0.0,22.3547577858,612.0,0
7185,-2,0.0,568.592155933,11705.0,0
7186,-2,0.0,664.036808014,46545.0,0
7187,-2,0.0,307.775578499,3082.0,0
7188,-2,0.0,184.424350739,888.0,0
7189,7189,0.0,99.770280838,140.0,10
7190,7190,0.0,0.0,0.0,10
7191,7191,0.0,16.7892093658,0.0,10
7192,7192,0.0,78.6757597923,0.0,10
7193,7193,0.0,808.542417049,16899.0,10
7194,7194,0.0,313.030405521,1763.0,10
7195,7195,0.0,28.0976204872,775.9999999999999,10
7196,7196,0.0,277.857835293,5328.0,10
7197,7197,0.0,44.6876721382,9947.0,10
7198,7198,0.0,32.3762435913,329.0,10
7199,7199,0.0,227.679888248,2729.0,10
7200,7200,0.0,144.842451096,207.0,10
7201,7201,0.0,364.80243969,6230.0,10
7202,7202,0.0,406.532319546,8325.0,10
7203,7203,0.0,488.065903187,8387.0,10
7204,7204,0.0,448.046645641,17580.0,10
7205,7205,0.0,427.680252075,0.0,10
7206,7206,0.0,573.35840416,7347.999999999999,10
7207,7207,0.0,494.613004684,5199.999999999999,10
7208,7208,0.0,586.366951466,7866.0,10
7209,7209,0.0,558.200525761,17672.0,10
7210,7210,0.0,490.753132343,0.0,10
7211,7211,0.0,811.686906338,17199.0,10
7212,7212,0.0,782.722263813,26949.0,10
7213,7213,0.0,767.347347736,11684.0,10
7214,7214,0.0,516.493310452,732.0,10
7215,7215,0.0,776.224020481,22845.0,10
7216,7216,0.0,788.488328934,16911.0,10
7217,7217,0.0,734.299444199,21361.0,10
7218,7218,0.0,545.494502544,12395.0,10
7219,7219,0.0,819.936910152,16659.0,10
7220,7220,0.0,1098.29470634,47718.0,10
7221,7221,0.0,1620.1151371,9494.0,10
7222,7222,0.0,1332.69485283,8430.0,10
7223,7223,0.0,1051.61555386,6853.000000000001,10
7224,7224,0.0,727.186398506,5525.0,10
7225,7225,0.0,935.068363667,10791.0,10
7226,7226,0.0,653.035902977,1419.0,10
7227,7227,0.0,759.727314472,3394.0,10
7228,7228,0.0,1324.2781229,1602.0,10
7229,7229,0.0,892.497784138,2439.0,10
7230,7230,0.0,880.000917912,513.0,10
7231,7231,0.0,522.902936935,3536.0,10
7232,7232,0.0,972.532860756,0.0,10
7233,7233,0.0,1111.3726964,9165.000000000002,10
7234,7234,0.0,557.380087852,209.0,10
7235,7235,0.0,572.845764637,850.9999999999999,10
7236,7236,0.0,652.768293858,0.0,10
7237,7237,0.0,557.557164192,1634.0,10
7238,7238,0.0,494.321985245,0.0,10
7239,7239,0.0,411.012262344,0.0,10
7240,7240,0.0,449.111106873,0.0,11
7241,7241,0.0,471.20631361,2706.0,11
7242,7242,0.0,407.387320995,1437.0,11
7243,7243,0.0,422.125304699,1564.0,11
7244,7244,0.0,389.867895126,0.0,11
7245,7245,0.0,397.212733746,0.0,11
7246,7246,0.0,412.967870474,0.0,10
7247,7247,0.0,349.265553951,0.0,10
7248,7248,0.0,354.693180323,0.0,10
7249,7249,0.0,304.390195608,0.0,11
7250,7250,0.0,305.366330624,0.0,11
7251,7251,0.0,288.098308802,0.0,11
7252,7252,0.0,251.523928881,0.0,11
7253,7253,0.0,276.650069237,0.0,11
7254,7254,0.0,248.794028044,0.0,11
7255,7255,0.0,298.080370903,0.0,11
