Tid,Supply-demand relationship
4749,balance
4750,balance
4751,surplus
4752,balance
4753,surplus
4754,balance
4755,balance
4756,surplus
4757,balance
4758,balance
4759,balance
4760,balance
4761,balance
4762,balance
4763,balance
4764,balance
4765,balance
4766,balance
4767,balance
4768,balance
4769,balance
4770,balance
4873,balance
4874,balance
4875,balance
4876,balance
4877,surplus
4878,balance
4879,balance
4880,balance
4881,balance
4882,balance
4883,surplus
4884,balance
4885,balance
4886,balance
4887,balance
4888,balance
4889,balance
4890,balance
4891,balance
4892,balance
4893,balance
4894,balance
4895,balance
4896,balance
4897,surplus
4898,balance
4899,surplus
4900,balance
4901,surplus
4902,balance
4903,balance
4904,balance
4905,balance
4906,balance
4907,balance
5010,balance
5011,balance
5012,balance
5013,balance
5014,balance
5015,balance
5016,balance
5017,balance
5018,balance
5019,surplus
5020,balance
5021,surplus
5022,surplus
5023,balance
5024,balance
5025,balance
5026,balance
5027,balance
5028,balance
5029,balance
5030,surplus
5031,surplus
5032,balance
5033,balance
5034,balance
5035,balance
5036,surplus
5037,balance
5038,balance
5039,balance
5040,balance
5041,surplus
5042,balance
5043,balance
5044,balance
5045,balance
5148,balance
5149,balance
5150,balance
5151,balance
5152,balance
5153,balance
5154,balance
5155,balance
5156,balance
5157,balance
5158,balance
5159,balance
5160,balance
5161,balance
5162,balance
5163,balance
5164,surplus
5165,balance
5166,surplus
5167,balance
5168,surplus
5169,balance
5170,balance
5171,balance
5172,surplus
5173,balance
5174,balance
5175,balance
5176,balance
5177,balance
5178,balance
5179,balance
5180,balance
5181,balance
5182,balance
5286,balance
5287,balance
5288,balance
5289,balance
5290,balance
5291,balance
5292,balance
5293,balance
5294,balance
5295,balance
5296,balance
5297,surplus
5298,balance
5299,balance
5300,surplus
5301,balance
5302,balance
5303,balance
5304,balance
5305,balance
5306,balance
5307,balance
5308,balance
5309,balance
5310,balance
5311,balance
5312,balance
5313,surplus
5314,balance
5315,balance
5316,balance
5317,balance
5318,balance
5319,balance
5320,balance
5424,balance
5425,balance
5426,balance
5427,balance
5428,balance
5429,balance
5430,surplus
5431,balance
5432,balance
5433,balance
5434,balance
5435,balance
5436,balance
5437,balance
5438,balance
5439,balance
5440,balance
5441,balance
5442,balance
5443,balance
5444,balance
5445,surplus
5446,balance
5447,balance
5448,balance
5449,balance
5450,surplus
5451,balance
5452,balance
5453,balance
5454,balance
5455,balance
5456,balance
5457,balance
5458,balance
5560,balance
5561,balance
5562,balance
5563,balance
5564,balance
5565,balance
5566,balance
5567,balance
5568,balance
5569,balance
5570,balance
5571,balance
5572,balance
5573,balance
5574,balance
5575,surplus
5576,balance
5577,balance
5578,balance
5579,surplus
5580,balance
5581,surplus
5582,surplus
5583,surplus
5584,balance
5585,surplus
5586,balance
5587,balance
5588,balance
5589,balance
5590,balance
5591,balance
5592,surplus
5593,balance
5594,balance
5595,balance
5596,balance
5597,balance
5697,balance
