Tid,Supply-demand relationship
3423,deficit
3424,balance
3425,balance
3426,balance
3427,surplus
3428,surplus
3429,balance
3430,balance
3431,balance
3432,surplus
3433,surplus
3434,balance
3435,balance
3436,balance
3437,surplus
3438,balance
3439,balance
3440,balance
3441,deficit
3442,deficit
3443,deficit
3444,deficit
3445,deficit
3446,deficit
3447,balance
3448,balance
3449,balance
3450,balance
3451,balance
3452,balance
3453,balance
3454,balance
3455,balance
3456,balance
3457,balance
3458,balance
3459,surplus
3460,balance
3461,balance
3462,balance
3463,balance
3464,balance
3465,balance
3466,balance
3467,balance
3468,balance
3469,balance
3470,balance
3471,balance
3472,balance
3473,balance
3474,balance
3475,balance
3476,balance
3477,balance
3478,balance
3479,balance
3480,balance
3481,balance
3490,deficit
3491,deficit
3492,deficit
3493,deficit
3494,deficit
3495,surplus
3496,deficit
3497,deficit
3498,deficit
3499,deficit
3500,deficit
3501,deficit
3502,deficit
3503,deficit
3504,deficit
3505,deficit
3506,deficit
3507,surplus
3508,deficit
3509,deficit
3510,deficit
3511,deficit
3512,deficit
3513,deficit
3514,deficit
3515,deficit
3516,deficit
3517,balance
3518,balance
3519,surplus
3520,balance
3521,balance
3522,surplus
3523,deficit
3524,deficit
3525,surplus
3526,deficit
3527,surplus
3528,deficit
3529,deficit
3530,deficit
3531,surplus
3532,surplus
3533,deficit
3534,deficit
3535,deficit
3536,deficit
3537,surplus
3538,balance
3539,balance
3540,deficit
3541,deficit
3542,surplus
3543,deficit
3544,surplus
3545,surplus
3546,surplus
3547,balance
3548,balance
3549,balance
3550,balance
3551,balance
3552,deficit
3553,deficit
3554,deficit
3555,balance
3556,balance
3557,balance
3558,balance
3559,balance
3560,balance
3561,balance
3562,balance
3563,balance
3564,balance
3565,balance
3566,deficit
3567,balance
3568,surplus
3569,balance
3570,balance
3571,balance
3572,balance
3573,balance
3574,balance
3575,balance
3576,balance
3577,balance
3578,balance
3579,balance
3580,surplus
3581,balance
3582,balance
3583,balance
3589,balance
3590,balance
3598,deficit
3599,deficit
3600,deficit
3601,deficit
3602,surplus
3603,surplus
3604,balance
3605,deficit
3606,deficit
3607,deficit
3608,deficit
3609,balance
3610,balance
3611,deficit
3612,deficit
3613,deficit
3614,deficit
3615,deficit
3616,deficit
3617,deficit
3618,deficit
3619,deficit
3620,deficit
3621,deficit
3622,deficit
3623,deficit
3624,deficit
3625,deficit
3626,deficit
3627,deficit
3628,deficit
3629,balance
3630,deficit
3631,deficit
3632,deficit
3633,deficit
3634,deficit
3635,deficit
3636,deficit
3637,deficit
3638,deficit
3639,deficit
3640,deficit
3641,surplus
3642,deficit
3643,surplus
3644,deficit
3645,surplus
3646,deficit
3647,deficit
3649,deficit
3650,deficit
3651,deficit
3652,deficit
3653,deficit
3654,surplus
3655,balance
3656,balance
3657,balance
3658,balance
3659,balance
3660,balance
3661,balance
3662,surplus
3663,balance
3664,balance
3665,balance
3666,balance
3667,balance
3668,balance
3669,balance
3670,surplus
3671,balance
3672,balance
3673,balance
3674,deficit
3675,deficit
3676,deficit
3677,balance
3678,balance
3679,balance
3680,balance
3681,balance
3682,balance
3683,balance
3684,balance
3685,balance
3686,balance
3687,balance
3688,balance
3689,balance
3690,balance
3691,balance
3707,deficit
3708,deficit
3709,deficit
3710,deficit
3711,deficit
3712,surplus
3713,surplus
3714,deficit
3715,deficit
3716,deficit
3717,balance
3718,deficit
3719,deficit
3720,deficit
3721,deficit
3722,surplus
3723,deficit
3724,deficit
3725,deficit
3726,surplus
3727,surplus
3728,surplus
3729,deficit
3730,deficit
3731,deficit
3732,deficit
3733,deficit
3734,deficit
3735,balance
3736,deficit
3737,surplus
3738,deficit
3739,balance
3740,deficit
3741,surplus
3742,deficit
3743,deficit
3744,deficit
3745,deficit
3746,deficit
3747,deficit
3748,deficit
3749,deficit
3750,deficit
3751,surplus
3752,deficit
3753,deficit
3754,surplus
3755,surplus
3756,deficit
3758,deficit
3759,deficit
3760,deficit
3761,deficit
3762,deficit
3763,surplus
3764,balance
3765,balance
3766,balance
3767,balance
3768,balance
3769,balance
3770,balance
3771,balance
3772,balance
3773,balance
3774,balance
3775,surplus
3776,balance
3777,surplus
3778,surplus
3779,deficit
3780,balance
3781,balance
3782,balance
3783,balance
3784,deficit
3785,deficit
3786,deficit
3787,balance
3788,balance
3789,balance
3792,balance
3796,balance
3797,balance
3816,deficit
3817,deficit
3818,deficit
3819,deficit
3820,deficit
3821,balance
3822,deficit
3823,deficit
3824,deficit
3825,deficit
3826,deficit
3827,deficit
3828,deficit
3829,deficit
3830,deficit
3831,deficit
3832,deficit
3833,deficit
3834,deficit
3835,deficit
3836,surplus
3837,surplus
3838,deficit
3839,surplus
3840,deficit
3841,deficit
3842,surplus
3843,surplus
3844,deficit
3845,surplus
3846,deficit
3847,deficit
3848,deficit
3849,deficit
3850,surplus
3851,deficit
3852,deficit
3853,deficit
3854,balance
3855,deficit
3856,deficit
3857,deficit
3858,deficit
3859,surplus
3860,balance
3861,deficit
3862,deficit
3863,surplus
3864,deficit
3865,deficit
3868,deficit
3869,deficit
3870,surplus
3871,deficit
3872,deficit
3873,balance
3874,surplus
3875,balance
3876,balance
3877,surplus
3878,balance
3879,balance
3880,balance
3881,surplus
3882,balance
3883,balance
3884,balance
3885,surplus
3886,surplus
3887,surplus
3888,surplus
3889,surplus
3890,balance
3891,balance
3892,balance
3893,balance
3894,balance
3895,deficit
3896,balance
3897,balance
3898,balance
3899,balance
3925,deficit
3926,deficit
3927,deficit
3928,balance
3929,surplus
3930,surplus
3931,surplus
3932,deficit
3933,surplus
3934,deficit
3935,deficit
3936,deficit
3937,deficit
3938,deficit
3939,deficit
3940,deficit
3941,deficit
3942,deficit
3943,deficit
3944,deficit
3945,surplus
3946,surplus
3947,deficit
3948,deficit
3949,deficit
3950,surplus
3951,deficit
3952,deficit
3953,surplus
3954,surplus
3955,deficit
3956,balance
3957,deficit
3958,deficit
3959,surplus
3960,deficit
3961,surplus
3962,surplus
3963,surplus
3964,balance
3965,deficit
3966,deficit
3967,deficit
3968,surplus
3969,deficit
3970,surplus
3971,surplus
3972,surplus
3973,deficit
3974,deficit
3978,deficit
3979,deficit
3980,surplus
3981,deficit
3982,surplus
3983,balance
3984,balance
3985,balance
3986,balance
3987,balance
3988,balance
3989,balance
3990,surplus
3991,balance
3992,balance
3993,balance
3994,balance
3995,surplus
3996,surplus
3997,surplus
3998,surplus
3999,surplus
4000,surplus
4001,balance
4002,balance
4003,surplus
4004,surplus
4005,surplus
4006,balance
4007,balance
4008,balance
4009,balance
4033,deficit
4034,deficit
4035,deficit
4036,deficit
4037,deficit
4038,balance
4039,deficit
4040,deficit
4041,surplus
4042,surplus
4043,deficit
4044,deficit
4045,deficit
4046,deficit
4047,deficit
4048,deficit
4049,deficit
4050,deficit
4051,deficit
4052,deficit
4053,deficit
4054,deficit
4055,deficit
4056,deficit
4057,deficit
4058,deficit
4059,surplus
4060,deficit
4061,surplus
4062,surplus
4063,deficit
4064,balance
4065,balance
4066,balance
4067,surplus
4068,deficit
4069,deficit
4070,balance
4071,deficit
4072,deficit
4073,surplus
4074,deficit
4075,deficit
4076,surplus
4077,deficit
4078,surplus
4079,deficit
4080,deficit
4081,deficit
4087,deficit
4088,deficit
4089,surplus
4090,surplus
4091,deficit
4092,surplus
4093,deficit
4094,surplus
4095,balance
4096,balance
4097,surplus
4098,surplus
4099,balance
4100,balance
4101,balance
4102,balance
4103,balance
4104,deficit
4105,surplus
4106,deficit
4107,balance
4108,surplus
4109,balance
4110,surplus
4111,balance
4112,balance
4113,balance
4114,surplus
4115,balance
4116,balance
4117,balance
4118,balance
4142,deficit
4143,deficit
4144,deficit
4145,deficit
4146,deficit
4147,deficit
4148,surplus
4149,deficit
4150,surplus
4151,deficit
4152,deficit
4153,deficit
4154,deficit
4155,deficit
4156,deficit
4157,deficit
4158,deficit
4159,deficit
4160,deficit
4161,deficit
4162,deficit
4163,deficit
4164,deficit
4165,deficit
4166,balance
4167,balance
4168,balance
4169,balance
4170,balance
4171,balance
4172,balance
4173,balance
4174,balance
4175,balance
4176,deficit
4177,surplus
4178,deficit
4179,surplus
4180,deficit
4181,deficit
4182,deficit
4183,deficit
4184,deficit
4185,surplus
4186,surplus
4187,deficit
4188,deficit
4189,balance
4196,deficit
4197,deficit
4198,deficit
4199,surplus
4200,deficit
4201,surplus
4202,deficit
4203,deficit
4204,balance
4205,balance
4206,surplus
4207,balance
4208,balance
4209,balance
4210,balance
4211,balance
4212,balance
4213,surplus
4214,surplus
4215,balance
4216,balance
4217,surplus
4218,balance
4219,balance
4220,balance
4221,balance
4222,balance
4223,balance
4224,balance
4225,balance
4251,deficit
4252,deficit
4253,surplus
4254,deficit
4255,deficit
4256,surplus
4257,deficit
4258,deficit
4259,surplus
4260,deficit
4261,surplus
4262,deficit
