Tid,Supply-demand relationship
5683,balance
5684,balance
5685,balance
5686,balance
5687,balance
5688,balance
5689,balance
5690,balance
5691,surplus
5692,balance
5693,balance
5694,balance
5695,balance
5696,balance
5697,balance
5698,balance
5699,balance
5700,balance
5701,balance
5702,balance
5703,balance
5704,balance
5705,balance
5706,balance
5707,balance
5708,balance
5709,balance
5721,balance
5722,balance
5745,balance
5746,balance
5747,balance
5748,balance
5749,balance
5750,balance
5751,balance
5752,balance
5753,balance
5754,balance
5755,balance
5756,balance
5757,balance
5758,balance
5759,balance
5760,balance
5761,balance
5762,balance
5763,balance
5764,balance
5765,balance
5766,balance
5767,balance
5768,balance
5769,balance
5770,balance
5771,balance
5772,balance
5773,balance
5774,balance
5775,balance
5776,balance
5777,balance
5778,balance
5779,balance
5780,balance
5781,balance
5782,balance
5783,surplus
5784,balance
5785,balance
5786,balance
5787,balance
5788,balance
5789,balance
5790,balance
5791,balance
5792,balance
5793,balance
5794,balance
5795,balance
5796,balance
5797,balance
5798,balance
5799,balance
5800,balance
5801,balance
5802,balance
5803,balance
5804,balance
5805,balance
5806,balance
5807,balance
5808,balance
5809,balance
5810,balance
5811,balance
5812,balance
5813,balance
5814,balance
5815,balance
5816,balance
5817,balance
5818,balance
5819,balance
5820,balance
5821,balance
5822,balance
5823,balance
5824,balance
5825,balance
5826,balance
5827,balance
5828,balance
5829,balance
5858,balance
5859,balance
5860,balance
5861,balance
5862,balance
5863,balance
5864,balance
5865,balance
5866,balance
5867,balance
5868,deficit
5869,deficit
5870,balance
5871,balance
5872,balance
5873,balance
5874,balance
5875,balance
5876,balance
5877,balance
5878,balance
5879,balance
5880,balance
5881,balance
5882,balance
5890,balance
5891,balance
5892,balance
5893,balance
5894,balance
5895,balance
5896,balance
5897,balance
5898,balance
5899,balance
5900,balance
5901,balance
5902,balance
5903,balance
5904,balance
5905,balance
5906,balance
5907,balance
5908,balance
5909,balance
5910,balance
5911,balance
5912,balance
5913,balance
5914,balance
5915,balance
5916,balance
5917,balance
5918,balance
5919,balance
5920,balance
5921,balance
5922,balance
5923,balance
5924,balance
5925,balance
5926,balance
5927,balance
5928,balance
5929,balance
5930,balance
5931,balance
5932,balance
5933,balance
5934,balance
5935,balance
5936,balance
5937,balance
5938,balance
5939,balance
5940,balance
5941,balance
5942,balance
5943,balance
5944,balance
5945,balance
5946,balance
5947,balance
5948,balance
5949,balance
5954,balance
5960,balance
5961,balance
5962,balance
5984,balance
5985,balance
5986,balance
5987,balance
5988,balance
5989,balance
5990,balance
5991,balance
5992,balance
5993,balance
5994,balance
5995,balance
5996,balance
5997,balance
5998,balance
5999,balance
6000,balance
6001,balance
6002,balance
6003,balance
6004,balance
6005,balance
6006,balance
6007,balance
6008,balance
6009,balance
6010,balance
6011,balance
6012,balance
6013,balance
6014,balance
6015,balance
6016,balance
6017,balance
6018,balance
6019,balance
6020,balance
6021,surplus
6022,surplus
6023,surplus
6024,balance
6025,balance
6026,balance
6027,balance
6028,balance
6029,surplus
6030,balance
6031,balance
6032,balance
6033,balance
6034,balance
6035,balance
6036,surplus
6037,balance
6038,balance
6039,balance
6040,balance
6041,surplus
6042,balance
6043,balance
6044,balance
6045,balance
6046,balance
6047,balance
6048,balance
6049,balance
6050,balance
6051,balance
6052,balance
6053,balance
6054,balance
6055,balance
6056,balance
6057,balance
6058,balance
6059,balance
6060,balance
6061,balance
6062,balance
6063,balance
6064,balance
6065,balance
6066,balance
6067,balance
6097,balance
6098,balance
6099,balance
6100,balance
6101,balance
6102,balance
6103,balance
6104,balance
6105,balance
6106,balance
6107,balance
6108,balance
6109,balance
6110,balance
6111,balance
6112,balance
6113,balance
6114,balance
6115,balance
6116,balance
6117,balance
6118,balance
6119,balance
6120,balance
6121,balance
6122,balance
6129,balance
6130,balance
6131,balance
6132,balance
6133,balance
6134,balance
6135,balance
6136,balance
6137,balance
6138,balance
6139,balance
6140,balance
6141,balance
6142,balance
6143,balance
6144,balance
6145,balance
6146,balance
6147,balance
6148,balance
6149,balance
6150,balance
6151,balance
6152,surplus
6153,balance
6154,balance
6155,balance
6156,balance
6157,balance
6158,balance
6159,balance
6160,balance
6161,balance
6162,balance
6163,balance
6164,balance
6165,balance
6166,balance
6167,balance
6168,balance
6169,balance
6170,balance
6171,balance
6172,balance
6173,balance
6174,balance
6175,balance
6176,balance
6177,balance
6178,balance
6179,balance
6180,balance
6181,balance
6182,balance
6183,balance
6184,balance
6185,balance
6186,balance
6187,balance
6188,balance
6191,balance
6192,balance
6193,balance
6194,balance
6198,balance
6199,balance
6200,balance
6201,balance
6202,balance
6203,balance
6222,balance
6223,balance
6224,balance
6225,balance
6226,balance
6227,balance
6228,balance
6229,balance
6230,balance
6231,balance
6232,balance
6233,balance
6234,balance
6235,balance
6236,balance
6237,balance
6238,balance
6239,balance
6240,balance
6241,balance
6242,balance
6243,balance
6244,balance
6245,balance
6246,balance
6247,balance
6248,balance
6249,balance
6250,balance
6251,balance
6252,balance
6253,balance
6254,balance
6255,balance
6256,balance
6257,balance
6258,balance
6259,balance
6260,balance
6261,balance
6262,balance
6263,balance
6264,balance
6265,balance
6266,balance
6267,balance
6268,balance
6269,balance
6270,balance
6271,balance
6272,balance
6273,surplus
6274,balance
6275,balance
6276,balance
6277,surplus
6278,surplus
6279,balance
6280,balance
6281,balance
6282,balance
6283,balance
6284,balance
6285,balance
6286,balance
6287,balance
6288,balance
6289,balance
6290,balance
6291,balance
6292,surplus
6293,balance
6294,surplus
6295,balance
6296,surplus
6297,balance
6298,balance
6299,balance
6300,balance
6301,balance
6302,balance
6303,balance
6304,balance
6305,balance
6306,balance
6333,balance
6336,balance
6337,balance
6338,balance
6339,balance
6340,balance
6341,balance
6342,balance
6343,balance
6344,balance
6345,balance
6346,balance
6347,balance
6348,balance
6349,balance
6350,balance
6351,balance
6352,balance
6353,balance
6354,balance
6355,balance
6356,balance
6357,balance
6358,balance
6359,balance
6360,balance
6361,balance
6368,balance
6369,balance
6370,balance
6371,balance
6372,balance
6373,balance
6374,balance
6375,balance
6376,balance
6377,surplus
6378,balance
6379,balance
6380,balance
6381,balance
6382,balance
6383,balance
6384,balance
6385,balance
6386,balance
6387,balance
6388,balance
6389,balance
6390,balance
6391,balance
6392,balance
6393,balance
6394,balance
6395,balance
6396,balance
6397,balance
6398,balance
6399,balance
6400,balance
6401,balance
6402,balance
6403,balance
6404,balance
6405,balance
6406,balance
6407,balance
6408,balance
6409,balance
6410,balance
6411,balance
6412,balance
6413,balance
6414,balance
6415,balance
6416,balance
6417,balance
6418,balance
6419,balance
6420,balance
6421,balance
6422,balance
6423,balance
6424,balance
6425,balance
6426,balance
6427,balance
6428,balance
6429,balance
6430,balance
6431,balance
6432,balance
6433,balance
6434,balance
6435,balance
6436,balance
6437,balance
6438,balance
6439,balance
6440,balance
6441,balance
6442,balance
6443,balance
6444,balance
6445,balance
6461,balance
6462,balance
6463,balance
6464,balance
6465,balance
6466,balance
6467,balance
6468,balance
6469,balance
6470,balance
6471,balance
6472,balance
6473,balance
6474,balance
6475,balance
6476,balance
6477,balance
6478,balance
6479,balance
6480,balance
6481,balance
6482,balance
6483,balance
6484,balance
6485,balance
6486,balance
6487,balance
6488,balance
6489,balance
6490,balance
6491,balance
6492,balance
6493,balance
6494,balance
6495,balance
6496,balance
6497,balance
6498,balance
6499,balance
6500,balance
6501,balance
6502,balance
6503,balance
6504,balance
6505,surplus
6506,balance
6507,balance
6508,surplus
6509,balance
6510,balance
6511,balance
6512,balance
6513,balance
6514,balance
6515,balance
6516,balance
6517,balance
6518,balance
6519,balance
6520,balance
6521,balance
6522,balance
6523,balance
6524,balance
6525,balance
6526,balance
6527,balance
6528,balance
6529,balance
6530,balance
6531,balance
